DBN,School_Name,Grade,Year,Number_Tested,Mean_Scale_Score,Not_Meeting_Pct,Partially_Meeting_Pct,Meeting_Pct
84X704,KIPP ACADEMY CHARTER SCHOOL,All Grades,2016-01-01,497,315.0,17.1,30.2,52.7
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,6,2016-01-01,89,298.0,21.3,52.8,25.8
84K129,SUCCESS ACADEMY CHARTER SCHOOL - COBBLE HILL,3,2016-01-01,102,358.0,0.0,7.8,92.2
84K652,BROOKLYN ASCEND CHARTER SCHOOL,3,2016-01-01,144,313.0,18.1,34.7,47.2
84M174,SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),All Grades,2016-01-01,83,366.0,0.0,1.2,98.8
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,8,2016-01-01,31,315.0,19.4,35.5,45.2
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,5,2016-01-01,51,294.0,39.2,35.3,25.5
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,8,2016-01-01,87,334.0,4.6,23.0,72.4
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,All Grades,2016-01-01,220,335.0,0.5,15.9,83.6
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,6,2016-01-01,71,301.0,26.8,45.1,28.2
84K730,SUMMIT ACADEMY CHARTER SCHOOL,All Grades,2016-01-01,109,297.0,34.9,38.5,26.6
84M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,4,2016-01-01,42,292.0,35.7,33.3,31.0
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,6,2016-01-01,86,323.0,5.8,37.2,57.0
84M320,MANHATTAN CHARTER SCHOOL,All Grades,2016-01-01,115,313.0,14.8,34.8,50.4
84R067,JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL,8,2016-01-01,83,284.0,47.0,45.8,7.2
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),5,2016-01-01,124,305.0,35.5,25.0,39.5
84M279,THE OPPORTUNITY CHARTER SCHOOL,7,2016-01-01,76,264.0,80.3,18.4,1.3
84K125,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2,4,2016-01-01,47,363.0,2.1,6.4,91.5
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,5,2016-01-01,66,357.0,0.0,0.0,100.0
84M726,KIPP STAR COLLEGE PREP CHARTER SCHOOL,6,2016-01-01,80,337.0,1.3,22.5,76.3
84M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,5,2016-01-01,41,284.0,65.9,24.4,9.8
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,6,2016-01-01,126,287.0,38.9,42.1,19.0
84K730,SUMMIT ACADEMY CHARTER SCHOOL,8,2016-01-01,41,301.0,31.7,36.6,31.7
84M329,HARLEM LINK CHARTER SCHOOL,All Grades,2016-01-01,137,297.0,32.8,38.7,28.5
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,4,2016-01-01,81,344.0,1.2,8.6,90.1
84X345,HYDE LEADERSHIP CHARTER SCHOOL,7,2016-01-01,69,292.0,47.8,36.2,15.9
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,All Grades,2016-01-01,534,324.0,8.1,29.8,62.2
84X378,ICAHN CHARTER SCHOOL 2,7,2016-01-01,34,337.0,0.0,20.6,79.4
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",4,2016-01-01,68,298.0,29.4,36.8,33.8
84M329,HARLEM LINK CHARTER SCHOOL,5,2016-01-01,41,293.0,46.3,34.1,19.5
84M279,THE OPPORTUNITY CHARTER SCHOOL,6,2016-01-01,78,270.0,64.1,32.1,3.8
84M170,SUCCESS ACADEMY HELL'S KITCHEN (MANHATTAN 2),All Grades,2016-01-01,55,366.0,0.0,0.0,100.0
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,7,2016-01-01,71,299.0,42.3,31.0,26.8
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,7,2016-01-01,74,325.0,13.5,27.0,59.5
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,4,2016-01-01,79,363.0,0.0,0.0,100.0
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,6,2016-01-01,100,315.0,11.0,40.0,49.0
84X538,ICAHN CHARTER SCHOOL 5,6,2016-01-01,30,340.0,0.0,16.7,83.3
84X378,ICAHN CHARTER SCHOOL 2,6,2016-01-01,35,326.0,8.6,22.9,68.6
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,3,2016-01-01,52,307.0,17.3,40.4,42.3
84M329,HARLEM LINK CHARTER SCHOOL,3,2016-01-01,48,297.0,25.0,45.8,29.2
84K651,PAVE ACADEMY CHARTER SCHOOL,8,2016-01-01,24,301.0,29.2,41.7,29.2
84K357,KIPP AMP CHARTER SCHOOL,8,2016-01-01,81,317.0,13.6,46.9,39.5
84M174,SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),3,2016-01-01,83,366.0,0.0,1.2,98.8
84K651,PAVE ACADEMY CHARTER SCHOOL,7,2016-01-01,45,312.0,26.7,33.3,40.0
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,5,2016-01-01,83,320.0,7.2,38.6,54.2
84M329,HARLEM LINK CHARTER SCHOOL,4,2016-01-01,48,300.0,29.2,35.4,35.4
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,6,2016-01-01,50,325.0,6.0,32.0,62.0
84Q359,ACADEMY OF THE CITY CHARTER SCHOOL,5,2016-01-01,49,318.0,18.4,30.6,51.0
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",5,2016-01-01,49,294.0,46.9,38.8,14.3
84Q341,RIVERTON STREET CHARTER SCHOOL,6,2016-01-01,78,318.0,5.1,39.7,55.1
84X730,BRONX CHARTER SCHOOL FOR THE ARTS,4,2016-01-01,49,311.0,12.2,42.9,44.9
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,5,2016-01-01,96,297.0,42.7,31.3,26.0
84M320,MANHATTAN CHARTER SCHOOL,3,2016-01-01,43,302.0,27.9,34.9,37.2
84Q321,GROWING UP GREEN CHARTER SCHOOL,3,2016-01-01,86,317.0,14.0,26.7,59.3
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,4,2016-01-01,52,314.0,17.3,30.8,51.9
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,7,2016-01-01,84,316.0,10.7,40.5,48.8
84Q342,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,3,2016-01-01,33,314.0,6.1,42.4,51.5
84Q341,RIVERTON STREET CHARTER SCHOOL,5,2016-01-01,82,292.0,46.3,32.9,20.7
84M202,GREAT OAKS CHARTER SCHOOL,All Grades,2016-01-01,198,303.0,31.8,37.9,30.3
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,7,2016-01-01,88,302.0,42.0,27.3,30.7
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,5,2016-01-01,39,330.0,0.0,23.1,76.9
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,4,2016-01-01,48,305.0,18.8,39.6,41.7
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,7,2016-01-01,77,318.0,11.7,39.0,49.4
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,4,2016-01-01,75,298.0,30.7,29.3,40.0
84M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,3,2016-01-01,48,289.0,39.6,31.3,29.2
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,All Grades,2016-01-01,112,263.0,70.5,26.8,2.7
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,3,2016-01-01,87,334.0,2.3,16.1,81.6
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,All Grades,2016-01-01,468,294.0,37.2,42.1,20.7
84K651,PAVE ACADEMY CHARTER SCHOOL,All Grades,2016-01-01,280,308.0,22.1,37.1,40.7
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,8,2016-01-01,75,312.0,14.7,44.0,41.3
84X717,ICAHN CHARTER SCHOOL,6,2016-01-01,32,321.0,3.1,37.5,59.4
84K651,PAVE ACADEMY CHARTER SCHOOL,6,2016-01-01,53,293.0,32.1,49.1,18.9
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,5,2016-01-01,95,319.0,13.7,32.6,53.7
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,6,2016-01-01,41,340.0,0.0,4.9,95.1
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,5,2016-01-01,48,291.0,43.8,45.8,10.4
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),All Grades,2016-01-01,475,312.0,22.3,34.3,43.4
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,4,2016-01-01,98,336.0,3.1,21.4,75.5
84R067,JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL,7,2016-01-01,115,298.0,38.3,33.9,27.8
84X362,ICAHN CHARTER SCHOOL 7,All Grades,2016-01-01,59,321.0,6.8,30.5,62.7
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,8,2016-01-01,128,303.0,25.0,47.7,27.3
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,All Grades,2016-01-01,249,315.0,13.3,44.2,42.6
84M726,KIPP STAR COLLEGE PREP CHARTER SCHOOL,All Grades,2016-01-01,293,321.0,17.1,28.7,54.3
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,6,2016-01-01,87,309.0,16.1,41.4,42.5
84X364,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,3,2016-01-01,28,329.0,0.0,21.4,78.6
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,6,2016-01-01,91,315.0,4.4,48.4,47.3
84K129,SUCCESS ACADEMY CHARTER SCHOOL - COBBLE HILL,4,2016-01-01,54,368.0,0.0,1.9,98.1
84X717,ICAHN CHARTER SCHOOL,5,2016-01-01,35,339.0,0.0,11.4,88.6
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,6,2016-01-01,112,263.0,70.5,26.8,2.7
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),8,2016-01-01,110,320.0,7.3,45.5,47.3
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,5,2016-01-01,101,315.0,13.9,37.6,48.5
84X364,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,All Grades,2016-01-01,28,329.0,0.0,21.4,78.6
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,4,2016-01-01,87,337.0,0.0,16.1,83.9
84K730,SUMMIT ACADEMY CHARTER SCHOOL,7,2016-01-01,34,307.0,35.3,29.4,35.3
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,5,2016-01-01,69,293.0,44.9,36.2,18.8
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),7,2016-01-01,120,305.0,34.2,30.0,35.8
84K357,KIPP AMP CHARTER SCHOOL,5,2016-01-01,91,286.0,50.5,31.9,17.6
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,3,2016-01-01,52,331.0,1.9,21.2,76.9
84X362,ICAHN CHARTER SCHOOL 7,3,2016-01-01,30,323.0,3.3,36.7,60.0
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,4,2016-01-01,87,345.0,1.1,18.4,80.5
84X730,BRONX CHARTER SCHOOL FOR THE ARTS,3,2016-01-01,50,331.0,6.0,20.0,74.0
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,All Grades,2016-01-01,535,325.0,8.0,30.5,61.5
84X378,ICAHN CHARTER SCHOOL 2,4,2016-01-01,33,340.0,0.0,9.1,90.9
84K730,SUMMIT ACADEMY CHARTER SCHOOL,6,2016-01-01,34,281.0,38.2,50.0,11.8
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,3,2016-01-01,87,357.0,0.0,1.1,98.9
84M279,THE OPPORTUNITY CHARTER SCHOOL,All Grades,2016-01-01,221,264.0,75.1,21.7,3.2
84K651,PAVE ACADEMY CHARTER SCHOOL,5,2016-01-01,48,302.0,31.3,43.8,25.0
84M186,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,All Grades,2016-01-01,52,304.0,17.3,53.8,28.8
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,5,2016-01-01,86,311.0,19.8,38.4,41.9
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,3,2016-01-01,45,299.0,24.4,40.0,35.6
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,4,2016-01-01,39,345.0,0.0,0.0,100.0
84M202,GREAT OAKS CHARTER SCHOOL,8,2016-01-01,64,308.0,21.9,45.3,32.8
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,3,2016-01-01,80,323.0,5.0,30.0,65.0
84M202,GREAT OAKS CHARTER SCHOOL,7,2016-01-01,73,309.0,31.5,30.1,38.4
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,6,2016-01-01,86,316.0,8.1,54.7,37.2
84M202,GREAT OAKS CHARTER SCHOOL,6,2016-01-01,61,289.0,42.6,39.3,18.0
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,7,2016-01-01,118,290.0,44.1,44.9,11.0
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,7,2016-01-01,49,341.0,2.0,14.3,83.7
84M186,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,3,2016-01-01,52,304.0,17.3,53.8,28.8
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,3,2016-01-01,97,333.0,1.0,19.6,79.4
84X362,ICAHN CHARTER SCHOOL 7,4,2016-01-01,29,320.0,10.3,24.1,65.5
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,All Grades,2016-01-01,544,320.0,12.7,31.6,55.7
84X538,ICAHN CHARTER SCHOOL 5,5,2016-01-01,32,327.0,6.3,31.3,62.5
84K357,KIPP AMP CHARTER SCHOOL,6,2016-01-01,83,305.0,16.9,43.4,39.8
84X378,ICAHN CHARTER SCHOOL 2,3,2016-01-01,38,348.0,0.0,5.3,94.7
84K357,KIPP AMP CHARTER SCHOOL,7,2016-01-01,83,314.0,25.3,31.3,43.4
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,7,2016-01-01,28,329.0,0.0,28.6,71.4
84M726,KIPP STAR COLLEGE PREP CHARTER SCHOOL,7,2016-01-01,66,322.0,15.2,30.3,54.5
84K125,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2,All Grades,2016-01-01,125,360.0,0.8,2.4,96.8
84K333,EXPLORE EXCEED CHARTER SCHOOL,6,2016-01-01,66,298.0,28.8,47.0,24.2
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,6,2016-01-01,63,356.0,0.0,1.6,98.4
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,5,2016-01-01,84,362.0,0.0,3.6,96.4
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,6,2016-01-01,53,329.0,3.8,28.3,67.9
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,5,2016-01-01,60,324.0,11.7,35.0,53.3
84Q083,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,7,2016-01-01,102,333.0,7.8,23.5,68.6
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,6,2016-01-01,123,343.0,0.8,13.0,86.2
84X233,FAMILY LIFE ACADEMY CHARTER SCHOOL II,3,2016-01-01,67,341.0,0.0,17.9,82.1
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,8,2016-01-01,52,331.0,3.8,30.8,65.4
84K704,EXPLORE CHARTER SCHOOL,6,2016-01-01,55,324.0,3.6,40.0,56.4
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,7,2016-01-01,79,354.0,0.0,6.3,93.7
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,6,2016-01-01,101,347.0,1.0,9.9,89.1
84Q341,RIVERTON STREET CHARTER SCHOOL,All Grades,2016-01-01,487,309.0,22.6,35.5,41.9
84K680,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,All Grades,2016-01-01,96,319.0,8.3,31.3,60.4
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,5,2016-01-01,57,336.0,1.8,19.3,78.9
84K704,EXPLORE CHARTER SCHOOL,5,2016-01-01,60,290.0,56.7,21.7,21.7
84K701,BROOKLYN CHARTER SCHOOL,3,2016-01-01,38,298.0,36.8,42.1,21.1
84Q083,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,8,2016-01-01,93,322.0,10.8,35.5,53.8
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,All Grades,2016-01-01,755,351.0,0.8,8.2,91.0
84X233,FAMILY LIFE ACADEMY CHARTER SCHOOL II,4,2016-01-01,27,334.0,7.4,18.5,74.1
84X496,ICAHN CHARTER SCHOOL 4,3,2016-01-01,34,335.0,2.9,11.8,85.3
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,4,2016-01-01,52,318.0,11.5,42.3,46.2
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,5,2016-01-01,93,296.0,39.8,35.5,24.7
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,5,2016-01-01,100,352.0,0.0,7.0,93.0
84K704,EXPLORE CHARTER SCHOOL,4,2016-01-01,58,291.0,39.7,27.6,32.8
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,7,2016-01-01,90,325.0,13.3,32.2,54.4
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,8,2016-01-01,232,353.0,0.4,9.1,90.5
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,7,2016-01-01,101,350.0,1.0,7.9,91.1
84X706,HARRIET TUBMAN CHARTER SCHOOL,6,2016-01-01,67,316.0,11.9,37.3,50.7
84K704,EXPLORE CHARTER SCHOOL,7,2016-01-01,50,303.0,30.0,48.0,22.0
84M386,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,3,2016-01-01,82,359.0,0.0,0.0,100.0
84Q083,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,5,2016-01-01,103,322.0,16.5,32.0,51.5
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,All Grades,2016-01-01,314,332.0,5.1,27.4,67.5
84M350,DEMOCRACY PREP CHARTER SCHOOL,6,2016-01-01,102,316.0,11.8,35.3,52.9
84Q341,RIVERTON STREET CHARTER SCHOOL,8,2016-01-01,56,300.0,37.5,32.1,30.4
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,6,2016-01-01,60,326.0,5.0,25.0,70.0
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,All Grades,2016-01-01,297,291.0,38.4,40.7,20.9
84Q704,MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,4,2016-01-01,79,301.0,29.1,27.8,43.0
84M350,DEMOCRACY PREP CHARTER SCHOOL,7,2016-01-01,112,325.0,7.1,31.3,61.6
84X256,HEKETI COMMUNITY CHARTER SCHOOL,4,2016-01-01,36,311.0,16.7,25.0,58.3
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,8,2016-01-01,51,342.0,2.0,21.6,76.5
84K704,EXPLORE CHARTER SCHOOL,All Grades,2016-01-01,333,299.0,35.1,34.5,30.3
84M350,DEMOCRACY PREP CHARTER SCHOOL,8,2016-01-01,77,329.0,2.6,28.6,68.8
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,All Grades,2016-01-01,493,352.0,0.4,6.1,93.5
84X256,HEKETI COMMUNITY CHARTER SCHOOL,3,2016-01-01,33,281.0,51.5,45.5,3.0
84Q083,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,6,2016-01-01,101,329.0,3.0,29.7,67.3
84X496,ICAHN CHARTER SCHOOL 4,All Grades,2016-01-01,196,347.0,1.5,9.2,89.3
84M350,DEMOCRACY PREP CHARTER SCHOOL,All Grades,2016-01-01,291,323.0,7.6,32.0,60.5
84K704,EXPLORE CHARTER SCHOOL,8,2016-01-01,55,298.0,34.5,41.8,23.6
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,7,2016-01-01,46,321.0,6.5,43.5,50.0
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,3,2016-01-01,127,346.0,2.4,7.9,89.8
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,All Grades,2016-01-01,499,332.0,5.4,25.3,69.3
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,All Grades,2016-01-01,311,352.0,0.6,6.8,92.6
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,All Grades,2016-01-01,431,315.0,17.9,32.7,49.4
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,4,2016-01-01,110,350.0,0.9,6.4,92.7
84X496,ICAHN CHARTER SCHOOL 4,8,2016-01-01,30,358.0,0.0,13.3,86.7
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,6,2016-01-01,95,296.0,35.8,40.0,24.2
84K704,EXPLORE CHARTER SCHOOL,3,2016-01-01,55,291.0,43.6,30.9,25.5
84X706,HARRIET TUBMAN CHARTER SCHOOL,7,2016-01-01,64,311.0,25.0,28.1,46.9
84M382,DREAM CHARTER SCHOOL,7,2016-01-01,45,314.0,11.1,46.7,42.2
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,8,2016-01-01,69,332.0,2.9,24.6,72.5
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,4,2016-01-01,90,326.0,7.8,32.2,60.0
84M382,DREAM CHARTER SCHOOL,8,2016-01-01,46,312.0,13.0,47.8,39.1
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,6,2016-01-01,58,302.0,19.0,53.4,27.6
84K701,BROOKLYN CHARTER SCHOOL,All Grades,2016-01-01,99,303.0,31.3,37.4,31.3
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,All Grades,2016-01-01,429,347.0,0.5,9.6,90.0
84M382,DREAM CHARTER SCHOOL,All Grades,2016-01-01,287,315.0,13.6,38.3,48.1
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,5,2016-01-01,75,319.0,17.3,32.0,50.7
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,6,2016-01-01,85,280.0,52.9,29.4,17.6
84X496,ICAHN CHARTER SCHOOL 4,5,2016-01-01,33,345.0,3.0,9.1,87.9
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,3,2016-01-01,100,350.0,1.0,4.0,95.0
84X706,HARRIET TUBMAN CHARTER SCHOOL,All Grades,2016-01-01,412,317.0,15.8,32.8,51.5
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,3,2016-01-01,89,334.0,2.2,22.5,75.3
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,5,2016-01-01,47,295.0,42.6,31.9,25.5
84Q170,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,3,2016-01-01,54,304.0,25.9,44.4,29.6
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,4,2016-01-01,80,356.0,0.0,0.0,100.0
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,4,2016-01-01,64,318.0,7.8,34.4,57.8
84X496,ICAHN CHARTER SCHOOL 4,6,2016-01-01,34,360.0,0.0,2.9,97.1
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,All Grades,2016-01-01,440,329.0,6.4,23.9,69.8
84K037,BEGINNING WITH CHILDREN CHARTER SCHOOL II,3,2016-01-01,52,330.0,3.8,19.2,76.9
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,4,2016-01-01,51,287.0,39.2,37.3,23.5
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,5,2016-01-01,83,341.0,0.0,18.1,81.9
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,7,2016-01-01,80,345.0,0.0,15.0,85.0
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,3,2016-01-01,46,290.0,32.6,39.1,28.3
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,7,2016-01-01,44,298.0,38.6,38.6,22.7
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER,All Grades,2016-01-01,461,327.0,7.2,25.6,67.2
84M382,DREAM CHARTER SCHOOL,6,2016-01-01,47,305.0,23.4,46.8,29.8
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,8,2016-01-01,55,290.0,45.5,43.6,10.9
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,7,2016-01-01,64,334.0,4.7,26.6,68.8
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,7,2016-01-01,94,299.0,42.6,40.4,17.0
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,3,2016-01-01,55,342.0,5.5,12.7,81.8
84K701,BROOKLYN CHARTER SCHOOL,4,2016-01-01,33,314.0,15.2,33.3,51.5
84K037,BEGINNING WITH CHILDREN CHARTER SCHOOL II,4,2016-01-01,40,335.0,2.5,15.0,82.5
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,8,2016-01-01,100,301.0,29.0,46.0,25.0
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,4,2016-01-01,106,356.0,0.0,2.8,97.2
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,6,2016-01-01,89,343.0,0.0,7.9,92.1
84Q359,ACADEMY OF THE CITY CHARTER SCHOOL,4,2016-01-01,53,316.0,7.5,37.7,54.7
84X730,BRONX CHARTER SCHOOL FOR THE ARTS,All Grades,2016-01-01,143,320.0,11.9,30.8,57.3
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,All Grades,2016-01-01,382,298.0,36.6,40.6,22.8
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,All Grades,2016-01-01,292,294.0,33.9,40.8,25.3
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,All Grades,2016-01-01,269,283.0,50.6,32.0,17.5
84X496,ICAHN CHARTER SCHOOL 4,7,2016-01-01,27,342.0,0.0,11.1,88.9
84M382,DREAM CHARTER SCHOOL,3,2016-01-01,49,318.0,2.0,42.9,55.1
84X496,ICAHN CHARTER SCHOOL 4,4,2016-01-01,38,343.0,2.6,7.9,89.5
84Q083,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,All Grades,2016-01-01,399,327.0,9.5,30.1,60.4
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,8,2016-01-01,94,277.0,59.6,27.7,12.8
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,8,2016-01-01,46,293.0,34.8,41.3,23.9
84M382,DREAM CHARTER SCHOOL,4,2016-01-01,50,321.0,14.0,20.0,66.0
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,5,2016-01-01,89,335.0,4.5,28.1,67.4
