DBN,School_Name,Grade,Year,Number_Tested,Mean_Scale_Score,Not_Meeting_Pct,Partially_Meeting_Pct,Meeting_Pct
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),5,2018-01-01,106,628.0,0.0,2.8,97.2
84M482,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 5,3,2018-01-01,77,624.0,0.0,0.0,100.0
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,4,2018-01-01,91,616.0,1.1,11.0,87.9
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,All Grades,2018-01-01,432,602.0,25.0,29.6,45.4
84K775,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,7,2018-01-01,77,615.0,7.8,13.0,79.2
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,8,2018-01-01,76,602.0,23.7,47.4,28.9
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,5,2018-01-01,87,607.0,18.4,25.3,56.3
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,7,2018-01-01,97,595.0,38.1,37.1,24.7
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),4,2018-01-01,79,628.0,0.0,1.3,98.7
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,6,2018-01-01,104,595.0,40.4,30.8,28.8
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,6,2018-01-01,89,607.0,6.7,27.0,66.3
84K775,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,All Grades,2018-01-01,424,613.0,6.6,13.7,79.7
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,7,2018-01-01,78,612.0,7.7,15.4,76.9
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,4,2018-01-01,72,614.0,4.2,11.1,84.7
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",All Grades,2018-01-01,254,595.0,35.0,33.1,31.9
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,7,2018-01-01,48,631.0,0.0,0.0,100.0
84M518,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,7,2018-01-01,76,601.0,30.3,28.9,40.8
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,7,2018-01-01,88,611.0,10.2,25.0,64.8
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,All Grades,2018-01-01,273,594.0,45.4,26.4,28.2
84M708,HARLEM PREP CHARTER SCHOOL,3,2018-01-01,61,599.0,21.3,27.9,50.8
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,3,2018-01-01,29,597.0,20.7,27.6,51.7
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,3,2018-01-01,85,629.0,2.4,2.4,95.3
84K742,EXPLORE EMPOWER CHARTER SCHOOL,7,2018-01-01,51,602.0,27.5,31.4,41.2
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,4,2018-01-01,27,600.0,18.5,33.3,48.1
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,3,2018-01-01,57,621.0,0.0,3.5,96.5
84K772,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST - NEW,4,2018-01-01,88,627.0,0.0,0.0,100.0
84M705,AMBER CHARTER SCHOOL,5,2018-01-01,55,600.0,29.1,21.8,49.1
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,All Grades,2018-01-01,316,615.0,4.4,20.9,74.7
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,5,2018-01-01,29,598.0,24.1,41.4,34.5
84K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,4,2018-01-01,90,612.0,8.9,13.3,77.8
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,6,2018-01-01,31,589.0,58.1,22.6,19.4
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,4,2018-01-01,57,615.0,5.3,22.8,71.9
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,8,2018-01-01,51,616.0,5.9,31.4,62.7
84M705,AMBER CHARTER SCHOOL,4,2018-01-01,69,603.0,13.0,36.2,50.7
84K742,EXPLORE EMPOWER CHARTER SCHOOL,8,2018-01-01,54,602.0,27.8,33.3,38.9
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,7,2018-01-01,25,602.0,12.0,52.0,36.0
84K772,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST - NEW,All Grades,2018-01-01,179,626.0,0.0,1.1,98.9
84M705,AMBER CHARTER SCHOOL,3,2018-01-01,79,612.0,1.3,12.7,86.1
84K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,3,2018-01-01,93,618.0,9.7,7.5,82.8
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,5,2018-01-01,51,614.0,5.9,21.6,72.5
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,8,2018-01-01,19,606.0,15.8,47.4,36.8
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,7,2018-01-01,48,612.0,6.3,31.3,62.5
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,All Grades,2018-01-01,160,598.0,26.3,36.3,37.5
84K772,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST - NEW,3,2018-01-01,91,625.0,0.0,2.2,97.8
84K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,5,2018-01-01,100,603.0,22.0,26.0,52.0
84M705,AMBER CHARTER SCHOOL,All Grades,2018-01-01,203,606.0,12.8,23.2,64.0
84K742,EXPLORE EMPOWER CHARTER SCHOOL,6,2018-01-01,52,597.0,34.6,32.7,32.7
84M702,SISULU-WALKER CHARTER SCHOOL OF HARLEM,3,2018-01-01,21,611.0,4.8,9.5,85.7
84K742,EXPLORE EMPOWER CHARTER SCHOOL,All Grades,2018-01-01,326,598.0,32.5,29.4,38.0
84M708,HARLEM PREP CHARTER SCHOOL,6,2018-01-01,95,598.0,24.2,43.2,32.6
84K742,EXPLORE EMPOWER CHARTER SCHOOL,5,2018-01-01,59,595.0,45.8,23.7,30.5
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,8,2018-01-01,97,595.0,43.3,30.9,25.8
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,6,2018-01-01,85,628.0,1.2,0.0,98.8
84M702,SISULU-WALKER CHARTER SCHOOL OF HARLEM,4,2018-01-01,21,621.0,0.0,9.5,90.5
84M708,HARLEM PREP CHARTER SCHOOL,5,2018-01-01,78,601.0,19.2,29.5,51.3
84K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,6,2018-01-01,98,611.0,2.0,19.4,78.6
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,5,2018-01-01,118,627.0,5.1,4.2,90.7
84M702,SISULU-WALKER CHARTER SCHOOL OF HARLEM,5,2018-01-01,44,599.0,18.2,47.7,34.1
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,6,2018-01-01,52,611.0,3.8,17.3,78.8
84M702,SISULU-WALKER CHARTER SCHOOL OF HARLEM,All Grades,2018-01-01,86,607.0,10.5,29.1,60.5
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,4,2018-01-01,76,629.0,0.0,0.0,100.0
84M708,HARLEM PREP CHARTER SCHOOL,4,2018-01-01,85,600.0,22.4,25.9,51.8
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,All Grades,2019-01-01,405,603.0,27.7,23.5,48.9
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,4,2019-01-01,89,611.0,2.2,15.7,82.0
84X482,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER S,6,2019-01-01,109,595.0,40.4,27.5,32.1
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,3,2019-01-01,117,611.0,9.4,10.3,80.3
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,6,2019-01-01,85,613.0,5.9,28.2,65.9
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,5,2019-01-01,76,597.0,36.8,32.9,30.3
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,7,2019-01-01,112,593.0,50.0,29.5,20.5
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,4,2019-01-01,53,612.0,3.8,20.8,75.5
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),4,2019-01-01,75,631.0,0.0,0.0,100.0
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,3,2019-01-01,75,608.0,4.0,18.7,77.3
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,7,2019-01-01,56,600.0,30.4,30.4,39.3
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,7,2019-01-01,75,606.0,18.7,32.0,49.3
84K742,EXPLORE EMPOWER CHARTER SCHOOL,7,2019-01-01,49,607.0,20.4,28.6,51.0
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,8,2019-01-01,52,597.0,51.9,34.6,13.5
84X482,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER S,7,2019-01-01,101,598.0,31.7,34.7,33.7
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,7,2019-01-01,75,609.0,12.0,30.7,57.3
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,3,2019-01-01,74,623.0,0.0,2.7,97.3
84K742,EXPLORE EMPOWER CHARTER SCHOOL,All Grades,2019-01-01,322,605.0,23.3,23.3,53.4
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,All Grades,2019-01-01,374,604.0,17.6,28.3,54.0
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,6,2019-01-01,75,609.0,5.3,22.7,72.0
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,All Grades,2019-01-01,438,607.0,12.3,24.9,62.8
84K736,NEW AMERICAN ACADEMY CHARTER SCHOOL,3,2019-01-01,59,598.0,20.3,33.9,45.8
84K736,NEW AMERICAN ACADEMY CHARTER SCHOOL,4,2019-01-01,63,596.0,27.0,34.9,38.1
84K736,NEW AMERICAN ACADEMY CHARTER SCHOOL,All Grades,2019-01-01,180,596.0,30.6,30.6,38.9
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,All Grades,2019-01-01,387,609.0,9.0,23.8,67.2
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,All Grades,2019-01-01,219,591.0,50.2,30.6,19.2
84X488,THE EQUALITY CHARTER SCHOOL,6,2019-01-01,88,595.0,33.0,34.1,33.0
84K752,SUCCESS ACADEMY FORT GREENE (BROOKLYN 5),3,2019-01-01,68,621.0,0.0,0.0,100.0
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,4,2019-01-01,87,608.0,1.1,31.0,67.8
84K742,EXPLORE EMPOWER CHARTER SCHOOL,8,2019-01-01,49,612.0,22.4,20.4,57.1
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,5,2019-01-01,89,603.0,28.1,21.3,50.6
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),3,2019-01-01,90,624.0,0.0,0.0,100.0
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,3,2019-01-01,89,611.0,1.1,19.1,79.8
84K736,NEW AMERICAN ACADEMY CHARTER SCHOOL,5,2019-01-01,58,596.0,44.8,22.4,32.8
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,8,2019-01-01,40,593.0,65.0,20.0,15.0
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,4,2019-01-01,63,609.0,11.1,14.3,74.6
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,3,2019-01-01,59,607.0,10.2,22.0,67.8
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,All Grades,2019-01-01,430,603.0,21.4,32.1,46.5
84K752,SUCCESS ACADEMY FORT GREENE (BROOKLYN 5),4,2019-01-01,42,628.0,0.0,0.0,100.0
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,6,2019-01-01,109,604.0,19.3,23.9,56.9
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,4,2019-01-01,77,600.0,15.6,40.3,44.2
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,7,2019-01-01,64,603.0,20.3,35.9,43.8
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,5,2019-01-01,106,611.0,15.1,12.3,72.6
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,6,2019-01-01,70,604.0,22.9,22.9,54.3
84X486,ROSALYN YALOW CHARTER SCHOOL,All Grades,2019-01-01,152,606.0,11.2,15.8,73.0
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,8,2019-01-01,112,615.0,12.5,18.8,68.8
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,All Grades,2019-01-01,473,605.0,18.0,30.0,52.0
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,3,2019-01-01,55,611.0,3.6,16.4,80.0
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,8,2019-01-01,37,622.0,2.7,10.8,86.5
84K742,EXPLORE EMPOWER CHARTER SCHOOL,3,2019-01-01,59,610.0,11.9,10.2,78.0
84X488,THE EQUALITY CHARTER SCHOOL,8,2019-01-01,64,590.0,51.6,39.1,9.4
84K742,EXPLORE EMPOWER CHARTER SCHOOL,5,2019-01-01,54,593.0,48.1,22.2,29.6
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,5,2019-01-01,78,600.0,25.6,29.5,44.9
84K730,SUMMIT ACADEMY CHARTER SCHOOL,All Grades,2019-01-01,115,595.0,44.3,27.0,28.7
84X482,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER S,All Grades,2019-01-01,210,597.0,36.2,31.0,32.9
84X486,ROSALYN YALOW CHARTER SCHOOL,4,2019-01-01,52,609.0,1.9,21.2,76.9
84X484,BRONX CHARTER SCHOOL FOR BETTER LEARNING II,3,2019-01-01,75,606.0,4.0,21.3,74.7
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,7,2019-01-01,40,617.0,5.0,17.5,77.5
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,7,2019-01-01,117,608.0,12.8,30.8,56.4
84X484,BRONX CHARTER SCHOOL FOR BETTER LEARNING II,All Grades,2019-01-01,75,606.0,4.0,21.3,74.7
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,6,2019-01-01,77,603.0,23.4,24.7,51.9
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,3,2019-01-01,61,604.0,18.0,19.7,62.3
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,6,2019-01-01,50,614.0,2.0,22.0,76.0
84K742,EXPLORE EMPOWER CHARTER SCHOOL,4,2019-01-01,54,608.0,9.3,33.3,57.4
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,8,2019-01-01,84,610.0,11.9,44.0,44.0
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,4,2019-01-01,69,603.0,11.6,30.4,58.0
84K730,SUMMIT ACADEMY CHARTER SCHOOL,8,2019-01-01,41,595.0,43.9,34.1,22.0
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,5,2019-01-01,46,614.0,8.7,19.6,71.7
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,3,2019-01-01,78,611.0,10.3,15.4,74.4
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),All Grades,2019-01-01,358,627.0,0.6,0.8,98.6
84X488,THE EQUALITY CHARTER SCHOOL,7,2019-01-01,93,592.0,46.2,36.6,17.2
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,6,2019-01-01,107,589.0,50.5,31.8,17.8
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,8,2019-01-01,28,607.0,14.3,39.3,46.4
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,6,2019-01-01,76,601.0,25.0,35.5,39.5
84X489,SOUTH BRONX CLASSICAL CHARTER SCHOOL III,All Grades,2019-01-01,116,622.0,0.0,0.0,100.0
84X486,ROSALYN YALOW CHARTER SCHOOL,3,2019-01-01,100,605.0,16.0,13.0,71.0
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),5,2019-01-01,111,625.0,1.8,2.7,95.5
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),6,2019-01-01,82,630.0,0.0,0.0,100.0
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,All Grades,2019-01-01,440,610.0,8.2,22.5,69.3
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,4,2019-01-01,114,614.0,5.3,11.4,83.3
84K742,EXPLORE EMPOWER CHARTER SCHOOL,6,2019-01-01,57,602.0,28.1,26.3,45.6
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,6,2019-01-01,91,601.0,23.1,35.2,41.8
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,7,2019-01-01,88,613.0,3.4,28.4,68.2
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,7,2019-01-01,68,608.0,10.3,33.8,55.9
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,8,2019-01-01,65,612.0,16.9,16.9,66.2
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,3,2019-01-01,75,604.0,9.3,30.7,60.0
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,All Grades,2019-01-01,281,615.0,4.3,18.1,77.6
84X489,SOUTH BRONX CLASSICAL CHARTER SCHOOL III,4,2019-01-01,62,626.0,0.0,0.0,100.0
84K730,SUMMIT ACADEMY CHARTER SCHOOL,6,2019-01-01,33,589.0,57.6,12.1,30.3
84X489,SOUTH BRONX CLASSICAL CHARTER SCHOOL III,3,2019-01-01,54,618.0,0.0,0.0,100.0
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,All Grades,2019-01-01,675,611.0,12.3,17.9,69.8
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,5,2019-01-01,70,608.0,11.4,21.4,67.1
84K730,SUMMIT ACADEMY CHARTER SCHOOL,7,2019-01-01,41,600.0,34.1,31.7,34.1
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,4,2019-01-01,84,609.0,15.5,22.6,61.9
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,7,2019-01-01,90,604.0,22.2,28.9,48.9
84X488,THE EQUALITY CHARTER SCHOOL,All Grades,2019-01-01,245,593.0,42.9,36.3,20.8
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,5,2019-01-01,71,599.0,40.8,16.9,42.3
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,5,2019-01-01,86,603.0,24.4,29.1,46.5
84Q374,SUCCESS ACADEMY CHARTER SCHOOL - SOUTH JAMAICA,All Grades,2019-01-01,52,622.0,0.0,0.0,100.0
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,5,2019-01-01,54,603.0,22.2,24.1,53.7
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",3,2019-01-01,61,605.0,9.8,23.0,67.2
84K379,EXPLORE EXCEL CHARTER SCHOOL,All Grades,2019-01-01,350,603.0,26.0,21.1,52.9
84K379,EXPLORE EXCEL CHARTER SCHOOL,8,2019-01-01,53,601.0,37.7,20.8,41.5
84K379,EXPLORE EXCEL CHARTER SCHOOL,7,2019-01-01,68,601.0,38.2,17.6,44.1
84K379,EXPLORE EXCEL CHARTER SCHOOL,6,2019-01-01,58,602.0,22.4,31.0,46.6
84K379,EXPLORE EXCEL CHARTER SCHOOL,5,2019-01-01,56,603.0,32.1,16.1,51.8
84K379,EXPLORE EXCEL CHARTER SCHOOL,4,2019-01-01,59,608.0,16.9,13.6,69.5
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,All Grades,2019-01-01,139,602.0,15.8,34.5,49.6
84K379,EXPLORE EXCEL CHARTER SCHOOL,3,2019-01-01,56,606.0,7.1,28.6,64.3
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,All Grades,2019-01-01,409,626.0,0.5,1.2,98.3
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,7,2019-01-01,77,626.0,1.3,1.3,97.4
84X706,HARRIET TUBMAN CHARTER SCHOOL,3,2019-01-01,78,614.0,2.6,12.8,84.6
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,6,2019-01-01,88,625.0,0.0,0.0,100.0
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,5,2019-01-01,101,625.0,1.0,3.0,96.0
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,4,2019-01-01,65,626.0,0.0,1.5,98.5
84X706,HARRIET TUBMAN CHARTER SCHOOL,4,2019-01-01,82,608.0,2.4,25.6,72.0
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,3,2019-01-01,78,626.0,0.0,0.0,100.0
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,All Grades,2019-01-01,317,617.0,3.8,9.8,86.4
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,8,2019-01-01,48,625.0,2.1,0.0,97.9
84X706,HARRIET TUBMAN CHARTER SCHOOL,5,2019-01-01,72,607.0,12.5,36.1,51.4
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,7,2019-01-01,50,613.0,2.0,16.0,82.0
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,6,2019-01-01,50,615.0,8.0,10.0,82.0
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,5,2019-01-01,57,610.0,10.5,19.3,70.2
84X706,HARRIET TUBMAN CHARTER SCHOOL,6,2019-01-01,67,606.0,9.0,32.8,58.2
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,4,2019-01-01,56,621.0,0.0,8.9,91.1
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,3,2019-01-01,56,621.0,0.0,3.6,96.4
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,All Grades,2019-01-01,288,593.0,44.4,31.3,24.3
84X706,HARRIET TUBMAN CHARTER SCHOOL,7,2019-01-01,59,606.0,10.2,40.7,49.2
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,8,2019-01-01,93,590.0,61.3,22.6,16.1
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",4,2019-01-01,55,590.0,36.4,47.3,16.4
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,7,2019-01-01,91,601.0,22.0,37.4,40.7
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",5,2019-01-01,57,587.0,57.9,26.3,15.8
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,5,2019-01-01,46,602.0,21.7,30.4,47.8
84K536,COMMUNITY ROOTS CHARTER SCHOOL,All Grades,2019-01-01,277,606.0,17.0,22.4,60.6
84X704,KIPP ACADEMY CHARTER SCHOOL,5,2019-01-01,86,613.0,9.3,20.9,69.8
84K536,COMMUNITY ROOTS CHARTER SCHOOL,8,2019-01-01,30,607.0,16.7,36.7,46.7
84K536,COMMUNITY ROOTS CHARTER SCHOOL,7,2019-01-01,44,609.0,18.2,20.5,61.4
84K536,COMMUNITY ROOTS CHARTER SCHOOL,6,2019-01-01,51,599.0,29.4,27.5,43.1
84X704,KIPP ACADEMY CHARTER SCHOOL,6,2019-01-01,83,617.0,7.2,12.0,80.7
84K536,COMMUNITY ROOTS CHARTER SCHOOL,5,2019-01-01,52,605.0,21.2,23.1,55.8
84K536,COMMUNITY ROOTS CHARTER SCHOOL,4,2019-01-01,50,610.0,8.0,18.0,74.0
84K536,COMMUNITY ROOTS CHARTER SCHOOL,3,2019-01-01,50,606.0,8.0,14.0,78.0
84X704,KIPP ACADEMY CHARTER SCHOOL,7,2019-01-01,85,615.0,12.9,10.6,76.5
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,All Grades,2019-01-01,447,613.0,6.7,15.0,78.3
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,7,2019-01-01,91,615.0,5.5,22.0,72.5
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,6,2019-01-01,91,611.0,11.0,12.1,76.9
84X704,KIPP ACADEMY CHARTER SCHOOL,8,2019-01-01,77,623.0,6.5,11.7,81.8
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,5,2019-01-01,93,610.0,12.9,18.3,68.8
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,4,2019-01-01,87,614.0,3.4,16.1,80.5
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,3,2019-01-01,85,616.0,0.0,5.9,94.1
84X704,KIPP ACADEMY CHARTER SCHOOL,All Grades,2019-01-01,512,615.0,7.2,15.0,77.7
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,All Grades,2019-01-01,526,617.0,3.6,15.0,81.4
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,8,2019-01-01,84,629.0,1.2,8.3,90.5
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,7,2019-01-01,84,612.0,4.8,23.8,71.4
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,3,2019-01-01,47,600.0,17.0,31.9,51.1
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,6,2019-01-01,95,612.0,8.4,21.1,70.5
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,5,2019-01-01,88,609.0,6.8,23.9,69.3
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,4,2019-01-01,86,622.0,0.0,9.3,90.7
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,4,2019-01-01,46,603.0,8.7,41.3,50.0
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,3,2019-01-01,89,620.0,0.0,3.4,96.6
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",All Grades,2019-01-01,276,595.0,35.5,31.9,32.6
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",7,2019-01-01,37,605.0,13.5,43.2,43.2
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",6,2019-01-01,66,590.0,51.5,25.8,22.7
84K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,3,2019-01-01,100,619.0,3.0,7.0,90.0
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,6,2019-01-01,104,588.0,49.0,33.7,17.3
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,All Grades,2019-01-01,418,617.0,2.9,10.8,86.4
84K333,EXPLORE EXCEED CHARTER SCHOOL,8,2019-01-01,50,610.0,12.0,30.0,58.0
84X718,BRONX CHARTER SCHOOL FOR BETTER LEARNING,3,2019-01-01,98,605.0,8.2,26.5,65.3
84K333,EXPLORE EXCEED CHARTER SCHOOL,7,2019-01-01,59,601.0,22.0,33.9,44.1
